temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,weather_code,wind_speed_10m,soil_moisture_0_to_7cm,timestamp,european_aqi,us_aqi,uv_index,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,sunrise,sunset,is_daylight,city
26.1,99,32.9,0.0,0.0,3,3.8,0.483,2026-08-30 04:00:00,16,44,0.0,5.9,6.0,8.0,1.1,358.0,29.0,2026-08-30 05:01:00,2026-08-30 17:44:00,False,Guwahati
28.3,97,36.7,0.0,0.0,3,1.6,0.462,2026-08-30 05:00:00,16,44,0.1,6.5,6.6,6.0,1.0,353.0,36.0,2026-08-30 05:01:00,2026-08-30 17:44:00,False,Guwahati
29.3,89,37.3,0.0,0.0,3,2.4,0.462,2026-08-30 06:00:00,19,44,0.65,6.5,6.5,5.0,1.3,337.0,47.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
30.0,85,37.1,0.0,0.0,3,7.0,0.461,2026-08-30 07:00:00,25,44,2.3,8.1,8.2,3.5,1.7,312.0,63.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
30.9,81,37.7,0.0,0.0,3,9.4,0.459,2026-08-30 08:00:00,31,45,4.65,8.6,8.8,2.4,2.0,285.0,77.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
32.0,74,38.9,0.0,0.0,3,10.4,0.455,2026-08-30 09:00:00,34,45,5.7,8.9,9.0,1.9,2.1,254.0,86.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
33.4,65,40.7,0.0,0.0,3,9.8,0.45,2026-08-30 10:00:00,38,45,5.55,8.8,8.8,1.6,2.0,220.0,94.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
34.0,60,41.2,0.0,0.0,3,9.1,0.444,2026-08-30 11:00:00,40,46,5.6,8.8,8.8,1.5,1.9,197.0,99.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
34.1,61,41.7,0.0,0.0,3,7.5,0.439,2026-08-30 12:00:00,43,46,4.6,8.7,8.8,1.4,1.8,192.0,104.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
34.3,61,41.6,0.0,0.0,2,8.3,0.435,2026-08-30 13:00:00,45,46,4.4,9.2,9.2,1.5,1.7,197.0,107.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
32.5,71,39.2,0.6,0.6,53,7.9,0.438,2026-08-30 14:00:00,43,46,1.8,8.9,9.0,1.8,1.6,206.0,105.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
31.8,77,39.1,0.3,0.3,51,6.5,0.439,2026-08-30 15:00:00,37,46,0.85,8.2,8.3,2.5,1.4,215.0,92.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
31.0,81,38.5,0.1,0.1,51,6.3,0.439,2026-08-30 16:00:00,30,46,0.25,7.6,7.7,3.5,1.2,226.0,74.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
30.5,89,39.1,0.1,0.1,51,3.8,0.457,2026-08-30 17:00:00,24,45,0.0,1.5,1.6,4.4,1.0,242.0,60.0,2026-08-30 05:01:00,2026-08-30 17:44:00,True,Guwahati
29.8,93,38.8,0.1,0.1,51,1.9,0.458,2026-08-30 18:00:00,22,44,0.0,5.0,5.1,5.5,1.3,269.0,54.0,2026-08-30 05:01:00,2026-08-30 17:44:00,False,Guwahati
29.2,92,37.0,0.0,0.0,3,6.0,0.459,2026-08-30 19:00:00,18,43,0.0,9.7,9.8,7.0,1.6,299.0,46.0,2026-08-30 05:01:00,2026-08-30 17:44:00,False,Guwahati
28.3,96,35.5,0.0,0.0,3,8.8,0.459,2026-08-30 20:00:00,16,43,0.0,7.5,7.5,8.2,1.9,315.0,39.0,2026-08-30 05:01:00,2026-08-30 17:44:00,False,Guwahati
27.5,97,33.8,0.0,0.0,3,11.2,0.459,2026-08-30 21:00:00,15,42,0.0,9.0,9.1,8.7,2.0,302.0,36.0,2026-08-30 05:01:00,2026-08-30 17:44:00,False,Guwahati
27.1,95,33.7,0.0,0.0,3,7.0,0.459,2026-08-30 22:00:00,15,41,0.0,9.9,10.0,8.9,2.0,273.0,34.0,2026-08-30 05:01:00,2026-08-30 17:44:00,False,Guwahati
26.7,99,32.9,0.6,0.6,53,9.9,0.458,2026-08-30 23:00:00,15,42,0.0,9.3,9.4,8.7,1.9,251.0,34.0,2026-08-30 05:01:00,2026-08-30 17:44:00,False,Guwahati
20.7,94,23.6,0.3,0.3,51,5.4,0.487,2026-08-25 00:00:00,22,31,0.0,3.3,3.5,4.8,1.9,156.0,55.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.6,95,23.4,0.1,0.1,51,6.2,0.487,2026-08-25 01:00:00,22,31,0.0,2.6,2.8,4.2,1.9,152.0,54.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.5,95,23.5,0.1,0.1,51,5.3,0.487,2026-08-25 02:00:00,21,31,0.0,2.3,2.4,3.9,1.9,150.0,53.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.5,96,23.7,0.1,0.1,51,3.9,0.487,2026-08-25 03:00:00,20,30,0.0,1.4,1.6,3.9,2.0,151.0,50.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.4,97,23.7,0.1,0.1,51,3.7,0.488,2026-08-25 04:00:00,18,30,0.0,1.1,1.1,4.1,2.1,155.0,46.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.9,95,24.4,0.2,0.2,51,3.2,0.478,2026-08-25 05:00:00,20,30,0.05,1.6,1.8,4.2,2.0,157.0,49.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
21.2,93,24.4,0.1,0.1,51,4.1,0.479,2026-08-25 06:00:00,20,30,0.4,1.8,2.0,4.5,2.0,157.0,51.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
21.7,90,24.7,0.1,0.1,51,5.8,0.479,2026-08-25 07:00:00,21,29,0.8,2.9,3.0,4.9,2.1,156.0,53.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
23.0,81,25.5,0.1,0.1,51,7.7,0.479,2026-08-25 08:00:00,23,29,1.4,2.5,2.6,4.8,2.1,154.0,57.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
23.6,79,26.2,0.1,0.1,51,7.6,0.479,2026-08-25 09:00:00,25,29,4.5,2.8,3.0,3.9,2.0,149.0,63.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
23.9,76,26.5,0.2,0.2,51,7.0,0.478,2026-08-25 10:00:00,28,29,4.2,2.6,2.9,2.6,1.8,143.0,71.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
24.7,70,26.7,0.1,0.1,51,8.9,0.462,2026-08-25 11:00:00,30,29,3.6,2.5,2.8,1.7,1.6,139.0,76.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
24.7,69,26.4,0.2,0.2,51,10.2,0.462,2026-08-25 12:00:00,31,28,3.15,2.8,3.2,1.4,1.5,137.0,78.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
25.0,67,26.5,0.1,0.1,51,11.5,0.462,2026-08-25 13:00:00,32,29,2.55,2.6,3.0,1.6,1.4,137.0,79.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
24.3,71,26.1,0.0,0.0,3,9.2,0.461,2026-08-25 14:00:00,31,31,2.1,3.0,3.4,2.4,1.4,142.0,77.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
23.8,72,25.4,0.0,0.0,3,10.1,0.461,2026-08-25 15:00:00,29,32,1.2,3.8,4.2,4.4,1.5,155.0,72.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
23.1,75,24.9,0.0,0.0,3,8.4,0.461,2026-08-25 16:00:00,26,33,0.35,4.6,5.1,7.1,1.6,174.0,65.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
21.9,80,24.2,0.0,0.0,3,5.5,0.474,2026-08-25 17:00:00,27,34,0.0,6.8,8.0,5.3,1.8,193.0,68.0,2026-08-25 04:59:00,2026-08-25 17:48:00,True,Shillong
21.0,86,23.3,0.0,0.0,3,5.5,0.474,2026-08-25 18:00:00,26,34,0.0,6.7,7.5,6.0,2.0,217.0,64.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.5,89,22.9,0.0,0.0,3,5.3,0.474,2026-08-25 19:00:00,24,34,0.0,7.3,8.1,7.0,2.4,241.0,60.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.6,89,23.0,0.0,0.0,3,5.9,0.474,2026-08-25 20:00:00,22,33,0.0,7.0,8.0,7.5,2.6,249.0,56.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.8,88,23.0,0.0,0.0,3,7.0,0.474,2026-08-25 21:00:00,22,31,0.0,5.9,7.0,7.2,2.7,228.0,55.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.8,88,23.1,0.0,0.0,3,6.5,0.474,2026-08-25 22:00:00,22,30,0.0,5.0,5.9,6.6,2.7,190.0,55.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.9,88,23.2,0.0,0.0,3,6.9,0.472,2026-08-25 23:00:00,22,29,0.0,4.6,5.6,5.9,2.6,160.0,55.0,2026-08-25 04:59:00,2026-08-25 17:48:00,False,Shillong
20.6,89,22.8,0.0,0.0,3,7.1,0.472,2026-08-26 00:00:00,22,28,0.0,3.8,4.5,5.4,2.5,145.0,54.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.3,90,22.5,0.0,0.0,3,6.7,0.473,2026-08-26 01:00:00,21,27,0.0,2.8,3.3,4.8,2.4,137.0,52.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.0,92,22.3,0.0,0.0,3,6.5,0.473,2026-08-26 02:00:00,20,26,0.0,2.0,2.4,4.4,2.3,135.0,51.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.3,91,22.7,0.0,0.0,3,5.8,0.473,2026-08-26 03:00:00,20,25,0.0,1.6,1.8,4.1,2.2,143.0,51.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.2,92,22.8,0.0,0.0,3,5.2,0.473,2026-08-26 04:00:00,20,25,0.0,1.8,2.1,4.0,2.2,156.0,51.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.2,91,22.8,0.0,0.0,2,4.4,0.472,2026-08-26 05:00:00,21,25,0.1,2.7,3.0,4.0,2.4,166.0,52.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
21.1,86,23.6,0.0,0.0,3,5.0,0.472,2026-08-26 06:00:00,24,24,0.75,2.9,3.3,3.4,2.3,166.0,59.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
22.7,77,25.1,0.0,0.0,2,4.8,0.471,2026-08-26 07:00:00,28,25,2.25,3.5,4.1,2.6,2.2,163.0,69.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
24.4,68,27.0,0.0,0.0,2,2.4,0.47,2026-08-26 08:00:00,31,25,4.1,4.0,4.9,2.0,2.1,158.0,77.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
25.9,62,29.5,0.2,0.2,51,2.2,0.469,2026-08-26 09:00:00,32,27,3.3,4.0,5.0,1.7,1.9,152.0,79.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
26.4,63,30.6,0.1,0.1,51,4.2,0.467,2026-08-26 10:00:00,32,28,3.85,4.1,4.9,1.6,1.7,146.0,79.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
26.4,62,30.6,0.1,0.1,51,1.7,0.47,2026-08-26 11:00:00,32,30,3.2,4.0,4.6,1.6,1.6,144.0,79.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
25.7,68,31.3,0.5,0.5,53,1.6,0.47,2026-08-26 12:00:00,32,32,2.4,3.4,3.9,1.6,1.6,148.0,80.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
24.4,77,28.4,0.3,0.3,51,0.6,0.47,2026-08-26 13:00:00,32,33,2.3,3.5,3.8,1.7,1.6,155.0,81.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
25.3,73,29.6,0.2,0.2,51,2.4,0.469,2026-08-26 14:00:00,32,35,1.55,3.7,3.9,2.3,1.7,166.0,80.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
24.7,74,28.1,0.2,0.2,51,2.4,0.469,2026-08-26 15:00:00,30,36,1.0,3.6,3.7,4.0,1.8,180.0,76.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
23.9,78,27.5,0.1,0.1,51,1.5,0.469,2026-08-26 16:00:00,28,37,0.35,4.2,4.4,6.2,1.9,197.0,69.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
23.1,83,26.8,0.0,0.0,2,1.4,0.468,2026-08-26 17:00:00,27,36,0.0,8.3,9.3,6.5,1.8,213.0,68.0,2026-08-26 05:00:00,2026-08-26 17:47:00,True,Shillong
21.5,94,25.2,0.0,0.0,3,2.6,0.469,2026-08-26 18:00:00,24,35,0.0,7.5,7.9,8.4,2.0,230.0,59.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
21.4,94,25.0,0.0,0.0,3,3.1,0.469,2026-08-26 19:00:00,19,34,0.0,9.3,9.7,11.0,2.2,247.0,48.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
21.0,95,24.7,0.0,0.0,3,1.5,0.469,2026-08-26 20:00:00,16,33,0.0,10.2,10.7,12.5,2.4,255.0,40.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.5,97,24.0,0.0,0.0,3,3.1,0.469,2026-08-26 21:00:00,16,30,0.0,8.9,9.3,12.1,2.6,247.0,40.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.6,94,23.7,0.0,0.0,3,3.8,0.469,2026-08-26 22:00:00,18,28,0.0,9.1,9.6,10.5,2.8,230.0,45.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.7,98,24.2,0.0,0.0,2,3.8,0.472,2026-08-26 23:00:00,20,26,0.0,8.1,8.7,8.9,2.9,213.0,50.0,2026-08-26 05:00:00,2026-08-26 17:47:00,False,Shillong
20.1,98,23.2,0.0,0.0,2,4.0,0.472,2026-08-27 00:00:00,22,27,0.0,5.1,5.7,7.2,2.8,196.0,54.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
19.8,98,22.5,0.0,0.0,3,5.8,0.472,2026-08-27 01:00:00,24,27,0.0,4.0,4.4,5.5,2.5,178.0,59.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
19.6,97,22.0,0.0,0.0,3,6.5,0.472,2026-08-27 02:00:00,24,28,0.0,2.7,2.8,4.2,2.3,169.0,61.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
19.5,96,21.9,0.0,0.0,3,6.4,0.472,2026-08-27 03:00:00,23,28,0.0,2.8,2.9,3.9,2.3,175.0,58.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
19.7,96,22.2,0.0,0.0,3,5.5,0.471,2026-08-27 04:00:00,21,28,0.0,2.9,3.1,4.1,2.3,190.0,53.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
20.7,94,23.9,0.0,0.0,2,3.8,0.465,2026-08-27 05:00:00,22,28,0.1,4.0,4.2,4.2,2.3,198.0,55.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
21.2,92,24.9,0.0,0.0,1,0.7,0.465,2026-08-27 06:00:00,26,29,0.8,4.1,4.4,3.5,2.2,192.0,66.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
22.6,83,26.1,0.1,0.1,51,1.8,0.465,2026-08-27 07:00:00,33,29,2.4,4.3,4.7,2.6,2.1,180.0,82.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
24.0,75,27.0,0.2,0.2,51,3.9,0.465,2026-08-27 08:00:00,38,29,4.8,5.0,5.6,1.8,2.0,170.0,94.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
24.6,73,28.2,0.6,0.6,53,5.0,0.467,2026-08-27 09:00:00,39,31,7.75,4.9,5.4,1.4,1.9,164.0,98.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
25.0,72,28.5,0.4,0.4,51,5.3,0.468,2026-08-27 10:00:00,40,33,5.15,5.0,5.4,1.1,1.7,160.0,99.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
26.0,67,29.5,0.9,0.9,53,6.2,0.471,2026-08-27 11:00:00,40,35,3.85,5.2,5.6,1.1,1.6,159.0,99.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
22.6,92,26.6,2.2,2.2,61,2.7,0.485,2026-08-27 12:00:00,40,37,3.9,5.8,6.2,1.1,1.6,162.0,100.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
22.9,87,26.6,0.5,0.5,53,3.6,0.486,2026-08-27 13:00:00,41,40,2.25,6.0,6.3,1.3,1.7,168.0,101.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
22.6,95,26.9,1.2,1.2,55,3.1,0.491,2026-08-27 14:00:00,39,43,2.3,5.7,6.0,2.2,1.8,181.0,98.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
23.3,92,27.9,0.5,0.5,53,2.4,0.492,2026-08-27 15:00:00,36,45,0.9,4.9,5.1,4.3,1.7,202.0,89.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
23.7,90,28.3,0.3,0.3,51,2.2,0.492,2026-08-27 16:00:00,30,45,0.25,4.8,4.9,7.1,1.7,228.0,76.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
22.1,93,25.8,1.8,1.8,61,4.7,0.473,2026-08-27 17:00:00,26,44,0.0,3.6,3.6,9.2,1.7,258.0,66.0,2026-08-27 05:00:00,2026-08-27 17:46:00,True,Shillong
21.2,99,25.4,0.1,0.1,51,1.6,0.473,2026-08-27 18:00:00,24,42,0.0,5.7,5.8,10.0,2.0,297.0,60.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
21.2,98,25.4,0.0,0.0,2,0.4,0.472,2026-08-27 19:00:00,22,40,0.0,7.3,7.4,10.0,2.5,338.0,56.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
21.0,97,24.8,0.1,0.1,51,2.4,0.473,2026-08-27 20:00:00,22,37,0.0,7.9,8.0,9.7,2.8,362.0,54.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
21.2,95,25.0,0.1,0.1,51,1.0,0.473,2026-08-27 21:00:00,22,35,0.0,7.3,7.4,9.2,3.0,357.0,54.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
20.5,98,23.9,1.1,1.1,55,3.1,0.481,2026-08-27 22:00:00,22,32,0.0,5.7,5.7,8.3,3.0,333.0,56.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
19.9,99,23.2,0.5,0.5,53,3.2,0.48,2026-08-27 23:00:00,24,30,0.0,5.4,5.4,7.3,2.9,307.0,59.0,2026-08-27 05:00:00,2026-08-27 17:46:00,False,Shillong
20.1,99,23.4,0.6,0.6,53,4.1,0.485,2026-08-28 00:00:00,25,28,0.0,5.4,5.4,6.0,2.6,277.0,63.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
20.0,98,23.1,0.1,0.1,51,4.1,0.484,2026-08-28 01:00:00,27,28,0.0,3.7,3.8,4.5,2.1,244.0,68.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
19.8,98,23.0,0.0,0.0,3,2.9,0.483,2026-08-28 02:00:00,29,28,0.0,2.1,2.1,3.5,1.8,222.0,72.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
19.3,99,22.2,2.7,2.7,63,3.3,0.508,2026-08-28 03:00:00,29,28,0.0,2.0,2.1,3.2,1.8,224.0,73.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
19.6,98,22.6,0.7,0.7,53,3.1,0.507,2026-08-28 04:00:00,29,29,0.0,1.2,1.2,3.4,1.9,238.0,73.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
20.5,98,24.3,0.0,0.0,3,1.0,0.496,2026-08-28 05:00:00,22,30,0.1,6.7,6.9,4.9,2.7,243.0,56.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
20.7,97,24.4,0.1,0.1,51,2.3,0.495,2026-08-28 06:00:00,27,30,0.75,7.4,7.6,4.0,2.4,228.0,67.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
21.8,91,25.2,0.1,0.1,51,4.0,0.494,2026-08-28 07:00:00,33,31,2.15,7.2,7.4,2.8,2.1,203.0,83.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
22.7,88,25.9,0.3,0.3,51,6.2,0.494,2026-08-28 08:00:00,38,32,2.75,6.0,6.2,1.9,1.8,183.0,94.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
23.7,84,27.2,0.1,0.1,51,5.6,0.492,2026-08-28 09:00:00,39,34,4.4,5.7,5.9,1.5,1.6,171.0,97.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
25.1,77,28.9,0.1,0.1,51,7.6,0.49,2026-08-28 10:00:00,39,36,4.55,5.8,6.0,1.4,1.6,164.0,97.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
24.5,74,27.1,0.1,0.1,51,8.0,0.49,2026-08-28 11:00:00,38,37,3.65,5.7,5.9,1.4,1.5,160.0,96.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
23.4,85,27.0,1.0,1.0,55,4.5,0.493,2026-08-28 12:00:00,39,38,4.35,6.0,6.2,1.3,1.4,159.0,98.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
26.1,72,30.6,0.1,0.1,51,5.9,0.49,2026-08-28 13:00:00,40,40,3.4,5.4,5.5,1.2,1.4,162.0,100.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
24.0,80,27.1,0.4,0.4,51,6.4,0.49,2026-08-28 14:00:00,40,42,1.95,5.4,5.5,1.8,1.4,172.0,99.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
21.8,96,26.1,2.0,2.0,61,1.1,0.5,2026-08-28 15:00:00,37,44,0.85,6.1,6.2,3.6,1.4,190.0,92.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
21.9,95,26.3,0.2,0.2,51,0.6,0.499,2026-08-28 16:00:00,32,45,0.25,5.9,6.0,6.1,1.5,213.0,81.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
21.9,97,26.2,0.0,0.0,2,2.3,0.494,2026-08-28 17:00:00,30,44,0.0,6.0,6.1,6.2,1.4,242.0,74.0,2026-08-28 05:00:00,2026-08-28 17:45:00,True,Shillong
21.4,99,25.6,0.0,0.0,2,2.6,0.493,2026-08-28 18:00:00,27,43,0.0,5.7,5.8,7.4,1.7,283.0,67.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
21.3,98,25.3,0.0,0.0,2,2.7,0.492,2026-08-28 19:00:00,23,41,0.0,6.8,6.9,9.1,2.0,329.0,58.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
21.1,97,25.1,0.1,0.1,51,1.9,0.491,2026-08-28 20:00:00,20,39,0.0,7.6,7.7,10.3,2.3,353.0,50.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
21.1,96,24.9,0.0,0.0,1,1.3,0.49,2026-08-28 21:00:00,18,36,0.0,8.5,8.6,10.7,2.5,340.0,46.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
20.8,95,24.5,0.0,0.0,2,1.2,0.489,2026-08-28 22:00:00,17,33,0.0,8.6,8.6,10.6,2.6,306.0,43.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
20.5,98,23.9,0.0,0.0,3,4.3,0.488,2026-08-28 23:00:00,18,32,0.0,7.5,7.6,9.9,2.7,274.0,44.0,2026-08-28 05:00:00,2026-08-28 17:45:00,False,Shillong
20.4,99,23.8,0.3,0.3,51,3.5,0.49,2026-08-29 00:00:00,20,32,0.0,7.3,7.3,8.3,2.6,250.0,50.0,2026-08-29 05:01:00,2026-08-29 17:44:00,False,Shillong
20.4,98,23.9,0.3,0.3,51,3.5,0.492,2026-08-29 01:00:00,24,32,0.0,4.8,4.8,6.1,2.4,228.0,60.0,2026-08-29 05:01:00,2026-08-29 17:44:00,False,Shillong
20.0,98,23.3,0.3,0.3,51,3.0,0.493,2026-08-29 02:00:00,27,33,0.0,3.5,3.5,4.5,2.3,217.0,67.0,2026-08-29 05:01:00,2026-08-29 17:44:00,False,Shillong
20.1,98,23.6,0.7,0.7,53,1.9,0.499,2026-08-29 03:00:00,27,33,0.0,2.9,2.9,4.0,2.3,228.0,68.0,2026-08-29 05:01:00,2026-08-29 17:44:00,False,Shillong
20.3,96,23.8,0.2,0.2,51,1.7,0.499,2026-08-29 04:00:00,26,33,0.0,2.8,2.8,4.1,2.5,250.0,66.0,2026-08-29 05:01:00,2026-08-29 17:44:00,False,Shillong
20.4,100,23.7,0.0,0.0,3,4.9,0.491,2026-08-29 05:00:00,27,34,0.1,2.4,2.4,4.0,2.1,259.0,68.0,2026-08-29 05:01:00,2026-08-29 17:44:00,False,Shillong
20.5,99,23.7,0.1,0.1,51,5.8,0.491,2026-08-29 06:00:00,28,33,0.75,3.7,3.7,3.6,1.9,242.0,71.0,2026-08-29 05:01:00,2026-08-29 17:44:00,True,Shillong
21.5,92,24.4,0.2,0.2,51,6.8,0.491,2026-08-29 07:00:00,30,32,2.05,3.9,3.9,3.0,1.6,212.0,76.0,2026-08-29 05:01:00,2026-08-29 17:44:00,True,Shillong
22.9,84,25.5,0.1,0.1,51,9.4,0.49,2026-08-29 08:00:00,32,31,3.6,3.7,3.7,2.5,1.4,187.0,79.0,2026-08-29 05:01:00,2026-08-29 17:44:00,True,Shillong
24.9,72,27.5,0.0,0.0,3,10.4,0.488,2026-08-29 09:00:00,32,32,5.1,3.9,4.0,2.0,1.2,173.0,79.0,2026-08-29 05:01:00,2026-08-29 17:44:00,True,Shillong
26.2,68,29.6,0.1,0.1,51,11.1,0.485,2026-08-29 10:00:00,31,33,7.05,4.0,4.0,1.4,1.1,164.0,78.0,2026-08-29 05:01:00,2026-08-29 17:44:00,True,Shillong
25.9,70,29.7,0.2,0.2,51,9.9,0.484,2026-08-29 11:00:00,30,34,6.8,4.4,4.5,1.1,1.0,158.0,76.0,2026-08-29 05:01:00,2026-08-29 17:44:00,True,Shillong
24.4,80,27.7,0.5,0.5,53,6.7,0.484,2026-08-29 12:00:00,30,34,4.9,4.6,4.7,0.9,1.0,154.0,75.0,2026-08-29 05:01:00,2026-08-29 17:44:00,True,Shillong
26.1,74,30.1,0.3,0.3,51,6.5,0.483,2026-08-29 13:00:00,30,35,2.95,4.9,5.0,0.8,1.0,153.0,75.0,2026-08-29 05:01:00,2026-08-29 17:44:00,True,Shillong
